known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
"['boolean', 'algorithm', 'string', 'hashmap', 'arrays', 'heap-memory', 'memory-management', 'sorting', 'linked-list', 'list']",optimization,data-structures,hashtable,tree,stack
[],algorithm,string,arrays,probability,optimization
['hash'],recursion,boolean,string-concatenation,multidimensional-array,substring
"['arrays', 'recursion']",hash,optimization,sorting,data-structures,multidimensional-array
"['turing-machines', 'turing-complete']",proof,halting-problem,directed-graph,sparse-array,sparse-matrix
['sorting'],optimization,recursion,hash,data-structures,boolean
"['boolean', 'algorithm', 'optimization', 'substring', 'string-comparison', 'string', 'hash', 'hashmap', 'depth-first-search', 'data-structures', 'arrays', 'directed-graph', 'graph-algorithm', 'memory-management', 'recursion', 'set', 'sorting', 'linked-list', 'list']",multidimensional-array,queue,graph,tree,string-concatenation
"['string', 'data-structures', 'set']",algorithm,list,recursion,optimization,hash
"['algorithm', 'string', 'directed-graph', 'graph-algorithm', 'memory-management', 'sorting']",graph-theory,optimization,data-structures,directed-acyclic-graphs,traveling-salesman
"['np-complete', 'algorithm', 'optimization']",artificial-intelligence,heuristics,sorting,data-structures,memory-management
['optimization'],memory-management,hash,recursion,string-matching,tree
"['probability', 'boolean', 'algorithm', 'string']",optimization,graph,data-structures,list,sorting
['multidimensional-array'],set,queue,string-concatenation,stack,hashcode
"['algorithm', 'directed-graph', 'graph-algorithm', 'sorting']",graph-theory,optimization,data-structures,directed-acyclic-graphs,artificial-intelligence
"['arrays', 'list']",algorithm,optimization,sorting,data-structures,recursion
"['boolean', 'algorithm', 'optimization', 'string', 'arrays', 'memory-management', 'queue', 'recursion', 'list']",hash,sorting,data-structures,multidimensional-array,set
['algorithm'],optimization,data-structures,sorting,tree,memory-management
"['boolean-operations', 'algorithm', 'optimization', 'string-concatenation', 'hashtable', 'string', 'hash', 'data-structures', 'arrays', 'tail-recursion', 'recursion', 'set', 'sorting', 'list']",memory-management,multidimensional-array,hashcode,stack,mathematical-optimization
"['artificial-intelligence', 'arrays']",graph,optimization,sorting,hash,recursion
"['string-concatenation', 'list']",optimization,multidimensional-array,hash,memory-management,sorting
"['algorithm', 'optimization', 'arrays']",sorting,data-structures,substring,boolean,recursion
"['artificial-intelligence', 'algorithm', 'tree', 'data-structures', 'graph-theory', 'graph']",optimization,sorting,recursion,hash,memory-management
['tree'],graph-theory,partitioning,queue,heuristics,combinatorics
['tree'],graph,queue,binary-tree,artificial-intelligence,boolean-logic
['string'],arrays,hash,algorithm,optimization,recursion
"['artificial-intelligence', 'hashtable', 'string', 'arrays', 'queue', 'list']",graph,tree,algorithm,boolean,optimization
"['string', 'graph']",algorithm,optimization,sorting,list,data-structures
"['algorithm', 'string', 'memory-management', 'list']",optimization,hashtable,data-structures,sorting,hash
['optimization'],memory-management,hashtable,recursion,boolean,hash
"['matrix-multiplication', 'recursion']",hashcode,turing-machines,boolean-expression,fifo,boolean-operations
['string'],algorithm,arrays,optimization,sorting,list
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
['string'],arrays,algorithm,optimization,list,sorting
"['sparse-matrix', 'arrays', 'recursion']",optimization,data-structures,sorting,memory-management,hash
['arrays'],algorithm,optimization,list,sorting,data-structures
['linked-list'],partitioning,tree,binary-tree,graph-theory,greedy
"['np-complete', 'mathematical-optimization', 'algorithm', 'optimization', 'string', 'binary-tree', 'tree', 'data-structures', 'arrays', 'graph-theory', 'memory-management', 'knapsack-problem', 'big-o', 'tail-recursion', 'recursion', 'set', 'list']",sorting,hash,boolean,linked-list,complexity-theory
"['boolean-logic', 'boolean', 'algorithm', 'optimization', 'string', 'data-structures', 'recursion', 'set', 'list']",sorting,hash,memory-management,multidimensional-array,queue
['string'],algorithm,arrays,optimization,sorting,list
"['optimization', 'data-structures']",boolean,recursion,tree,memory-management,hash
"['optimization', 'string']",algorithm,list,sorting,data-structures,memory-management
"['optimization', 'string', 'list']",algorithm,sorting,data-structures,recursion,hash
['substring'],stack,boolean-logic,string-matching,fibonacci,hashcode
['sorting'],optimization,data-structures,recursion,memory-management,hash
"['algorithm', 'string-comparison', 'string', 'hash']",string-concatenation,string-matching,hashcode,memory-management,optimization
['heuristics'],shortest-path,code-complexity,linear-programming,sparse-matrix,a-star
"['linear-programming', 'complexity-theory', 'algorithm', 'optimization', 'string', 'data-structures', 'multidimensional-array', 'graph-theory', 'graph', 'heap-memory', 'stack', 'memory-management', 'recursion', 'edmonds-karp', 'combinatorics', 'sorting']",artificial-intelligence,list,tree,probability,hash
['string'],algorithm,optimization,arrays,list,sorting
['string'],arrays,algorithm,optimization,list,substring
"['string', 'queue', 'list']",algorithm,optimization,data-structures,multidimensional-array,sorting
"['complexity-theory', 'algorithm', 'optimization', 'string']",big-o,data-structures,time-complexity,sorting,list
"['optimization', 'stability', 'data-structures', 'set', 'sorting']",recursion,hash,multidimensional-array,quicksort,hashcode
"['boolean', 'string', 'tree', 'arrays']",algorithm,memory-management,hash,optimization,data-structures
"['optimization', 'hashtable', 'string', 'memory-management']",algorithm,list,stack,hashmap,hash
"['hash', 'data-structures', 'heap-memory', 'stack', 'recursion']",multidimensional-array,hashmap,set,hashtable,queue
"['arrays', 'recursion', 'sorting', 'list']",optimization,hash,data-structures,boolean,set
"['algorithm', 'string', 'data-structures', 'list']",optimization,sorting,memory-management,recursion,hash
"['optimization', 'string', 'memory-management', 'list']",algorithm,data-structures,sorting,hash,recursion
['algorithm'],optimization,data-structures,sorting,tree,memory-management
['data-structures'],memory-management,optimization,hash,recursion,boolean
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['substring', 'string']",algorithm,optimization,memory-management,list,hashtable
[],algorithm,string,arrays,optimization,data-structures
"['optimization', 'list']",sorting,data-structures,hash,recursion,memory-management
['string'],algorithm,arrays,optimization,list,sorting
['arrays'],algorithm,optimization,sorting,list,hash
"['algorithm', 'string', 'arrays']",optimization,sorting,list,substring,string-matching
"['hash', 'arrays', 'list']",recursion,optimization,sorting,data-structures,memory-management
"['stack', 'memory-management']",substring,recursion,hashtable,multidimensional-array,hashmap
"['boolean', 'algorithm', 'optimization', 'string', 'b-tree', 'arrays', 'set', 'sorting', 'linked-list']",data-structures,list,memory-management,recursion,hash
"['algorithm', 'graph', 'tail-recursion', 'recursion', 'list']",optimization,data-structures,sorting,probability,multidimensional-array
['arrays'],hash,list,optimization,algorithm,recursion
"['algorithm', 'optimization', 'string', 'hash', 'hashmap', 'arrays', 'directed-graph', 'sorting', 'list']",data-structures,memory-management,recursion,linked-list,partitioning
"['substring', 'string', 'arrays', 'recursion']",string-concatenation,hash,algorithm,optimization,list
"['hashtable', 'string', 'hash', 'heap-memory', 'memory-management']",algorithm,optimization,list,sorting,data-structures
"['optimization', 'data-structures', 'arrays', 'recursion']",hash,sorting,memory-management,boolean,set
"['multidimensional-array', 'arrays']",memory-management,optimization,hash,set,stack
"['heap-memory', 'stack', 'big-o']",hashtable,linked-list,tree,priority-queue,binary-tree
"['algorithm', 'hashtable', 'string', 'tree', 'data-structures', 'arrays']",optimization,memory-management,hashmap,sorting,list
['algorithm'],optimization,data-structures,sorting,memory-management,recursion
['string'],algorithm,arrays,optimization,list,sorting
"['string', 'list']",arrays,algorithm,optimization,sorting,hash
"['artificial-intelligence', 'algorithm', 'string', 'sorting']",graph,optimization,hash,data-structures,list
['linked-list'],tree,priority-queue,stack,binary-tree,fifo
"['string-concatenation', 'arrays']",hash,recursion,optimization,multidimensional-array,sorting
"['algorithm', 'string', 'multidimensional-array', 'arrays']",hash,optimization,list,recursion,sorting
"['boolean-logic', 'boolean', 'algorithm', 'optimization', 'string', 'arrays', 'memory-management', 'big-o', 'list']",complexity-theory,substring,data-structures,hash,sorting
"['algorithm', 'optimization', 'hashcode', 'hash', 'data-structures', 'arrays', 'recursion', 'set']",memory-management,multidimensional-array,sorting,hashset,string-concatenation
['queue'],graph,string-comparison,string-matching,hashset,artificial-intelligence
"['algorithm', 'string', 'data-structures', 'arrays']",optimization,list,sorting,memory-management,recursion
"['optimization', 'recursion']",hash,set,boolean,multidimensional-array,stack
['arrays'],algorithm,optimization,list,sorting,hash
"['substring', 'string-matching', 'string', 'arrays']",algorithm,string-concatenation,optimization,hash,list
"['algorithm', 'string', 'tree', 'arrays']",optimization,data-structures,list,sorting,memory-management
['list'],algorithm,memory-management,optimization,sorting,data-structures
['string'],algorithm,arrays,optimization,sorting,list
['arrays'],algorithm,optimization,sorting,list,data-structures
['string'],arrays,algorithm,optimization,list,sorting
"['backtracking', 'string-comparison', 'binary-search-tree', 'data-structures', 'multidimensional-array']",tree,hashmap,graph,hashtable,binary-search
"['hash', 'arrays']",recursion,optimization,sorting,data-structures,memory-management
"['algorithm', 'arrays', 'memory-management']",optimization,data-structures,sorting,hash,recursion
"['boolean', 'optimization', 'string-concatenation', 'hashtable', 'string-comparison', 'string', 'hash', 'data-structures', 'multidimensional-array', 'sparse-matrix', 'arrays', 'graph', 'memory-management', 'queue', 'fibonacci', 'recursion', 'sorting', 'linked-list', 'list']",algorithm,set,stack,tree,substring
"['boolean-logic', 'boolean', 'algorithm', 'optimization', 'string', 'hash', 'multidimensional-array', 'arrays', 'heap-memory', 'stack', 'memory-management', 'big-o', 'tail-recursion', 'time-complexity', 'recursion', 'sorting', 'linked-list', 'list']",data-structures,substring,set,complexity-theory,hashtable
"['string', 'data-structures']",algorithm,optimization,list,sorting,memory-management
[],algorithm,string,arrays,optimization,data-structures
['sorting'],optimization,data-structures,hash,recursion,boolean
['algorithm'],optimization,sorting,data-structures,boolean,recursion
"['algorithm', 'string', 'data-structures', 'arrays', 'memory-management', 'binary-search', 'list']",optimization,sorting,heap-memory,quicksort,hashmap
[],algorithm,string,arrays,optimization,data-structures
"['tree', 'data-structures']",recursion,hashtable,linked-list,hash,complexity-theory
[],algorithm,string,arrays,optimization,data-structures
['memory-management'],hash,recursion,boolean,multidimensional-array,hashtable
"['arrays', 'memory-management']",algorithm,optimization,data-structures,sorting,hashtable
['optimization'],memory-management,hashtable,tree,recursion,boolean
"['algorithm', 'optimization', 'substring', 'string', 'data-structures', 'multidimensional-array', 'arrays', 'stack', 'memory-management', 'sorting', 'linked-list']",list,hash,recursion,hashtable,boolean
[],algorithm,string,arrays,optimization,data-structures
"['turing-complete', 'algorithm', 'string', 'arrays', 'memory-management', 'set', 'list']",optimization,recursion,tail-recursion,hash,data-structures
"['artificial-intelligence', 'algorithm', 'data-structures', 'multidimensional-array', 'arrays', 'list']",graph,optimization,queue,sorting,boolean
"['algorithm', 'hash', 'arrays', 'graph-theory', 'quicksort', 'mergesort', 'sorting']",data-structures,optimization,memory-management,recursion,directed-graph
