known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
"['artificial-intelligence', 'optimization', 'sorting', 'list']",heuristics,graph-theory,shortest-path,combinatorics,probability
['arrays'],algorithm,optimization,list,hash,sorting
"['boolean', 'algorithm', 'optimization', 'string', 'arrays', 'memory-management', 'sorting', 'singly-linked-list']",non-deterministic,insertion-sort,red-black-tree,asymptotic-complexity,doubly-linked-list
['memory-management'],hash,hashtable,recursion,boolean,stack
['arrays'],algorithm,optimization,sorting,list,data-structures
"['algorithm', 'string']",optimization,sorting,data-structures,substring,hash
"['algorithm', 'optimization', 'string']",substring,memory-management,recursion,tree,hashtable
['string'],arrays,algorithm,optimization,list,sorting
['queue'],graph,partitioning,string-comparison,string-matching,graph-theory
"['algorithm', 'string', 'arrays', 'memory-management', 'mergesort', 'sorting']",bubble-sort,heap,finite-automata,tree-traversal,turing-complete
['memory-management'],hash,recursion,hashtable,multidimensional-array,boolean
['sorting'],optimization,data-structures,memory-management,hash,recursion
['arrays'],algorithm,optimization,list,sorting,hash
"['algorithm', 'optimization', 'list']",substring,memory-management,hash,boolean,recursion
"['boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'hash-collision', 'string', 'hash', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory']",heuristics,backtracking,stability,sparse-matrix,set-theory
"['boolean', 'algorithm', 'string', 'hashmap', 'arrays', 'heap-memory', 'memory-management', 'sorting', 'linked-list', 'list']",tree,stack,binary-tree,queue,substring
[],algorithm,string,arrays,probability,optimization
['hash'],recursion,boolean,string-concatenation,multidimensional-array,substring
"['arrays', 'recursion']",multidimensional-array,string-concatenation,boolean,set,stack
"['turing-machines', 'turing-complete']",proof,halting-problem,directed-graph,sparse-array,sparse-matrix
['sorting'],optimization,recursion,hash,data-structures,boolean
"['boolean', 'algorithm', 'optimization', 'substring', 'string-comparison', 'string', 'hash', 'hashmap', 'depth-first-search', 'data-structures', 'arrays', 'directed-graph', 'graph-algorithm', 'memory-management', 'recursion', 'set', 'sorting', 'linked-list', 'list']",minimax,string-substitution,backtracking,set-theory,adjacency-list
"['string', 'data-structures', 'set']",hashset,queue,hashcode,binary-search,stack
"['algorithm', 'string', 'directed-graph', 'graph-algorithm', 'memory-management', 'sorting']",directed-acyclic-graphs,traveling-salesman,np-hard,greedy,shortest-path
"['np-complete', 'algorithm', 'optimization']",heuristics,probability,path-finding,mathematical-optimization,finite-automata
['optimization'],memory-management,hash,recursion,string-matching,tree
"['probability', 'boolean', 'algorithm', 'string']",binary-search,heuristics,finite-automata,boolean-logic,code-complexity
['multidimensional-array'],set,queue,string-concatenation,stack,hashcode
"['algorithm', 'directed-graph', 'graph-algorithm', 'sorting']",directed-acyclic-graphs,traveling-salesman,greedy,np-hard,shortest-path
"['arrays', 'list']",algorithm,optimization,sorting,data-structures,recursion
"['boolean', 'algorithm', 'optimization', 'string', 'arrays', 'memory-management', 'queue', 'recursion', 'list']",graph,string-comparison,partitioning,hashset,string-matching
['algorithm'],optimization,data-structures,sorting,tree,memory-management
"['boolean-operations', 'algorithm', 'optimization', 'string-concatenation', 'hashtable', 'string', 'hash', 'data-structures', 'arrays', 'tail-recursion', 'recursion', 'set', 'sorting', 'list']",boolean-expression,hash-collision,set-theory,string-substitution,linear-programming
"['artificial-intelligence', 'arrays']",heuristics,boolean-logic,string-matching,probability,graph-theory
"['string-concatenation', 'list']",string-comparison,queue,graph,string-matching,hashcode
"['algorithm', 'optimization', 'arrays']",substring,boolean,recursion,string-matching,memory-management
"['artificial-intelligence', 'algorithm', 'tree', 'data-structures', 'graph-theory', 'graph']",heuristics,shortest-path,directed-graph,greedy,code-complexity
['tree'],graph-theory,partitioning,queue,heuristics,combinatorics
['tree'],graph,queue,binary-tree,artificial-intelligence,boolean-logic
['string'],arrays,hash,algorithm,optimization,recursion
"['artificial-intelligence', 'hashtable', 'string', 'arrays', 'queue', 'list']",string-comparison,string-matching,boolean-logic,code-complexity,probability
"['string', 'graph']",artificial-intelligence,heuristics,code-complexity,string-matching,boolean-logic
"['algorithm', 'string', 'memory-management', 'list']",hashtable,hash,recursion,substring,linked-list
['optimization'],memory-management,hashtable,recursion,boolean,hash
"['matrix-multiplication', 'recursion']",sparse-array,stability,recursive-datastructures,greedy,set-theory
['string'],algorithm,arrays,optimization,sorting,list
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
['string'],arrays,algorithm,optimization,list,sorting
"['sparse-matrix', 'arrays', 'recursion']",set-theory,string-algorithm,adjacency-list,b-tree,subset-sum
['arrays'],algorithm,optimization,list,sorting,data-structures
['linked-list'],partitioning,tree,binary-tree,graph-theory,greedy
"['np-complete', 'mathematical-optimization', 'algorithm', 'optimization', 'string', 'binary-tree', 'tree', 'data-structures', 'arrays', 'graph-theory', 'memory-management', 'knapsack-problem', 'big-o', 'tail-recursion', 'recursion', 'set', 'list']",minimax,adjacency-list,set-intersection,np,string-algorithm
"['boolean-logic', 'boolean', 'algorithm', 'optimization', 'string', 'data-structures', 'recursion', 'set', 'list']",boolean-operations,boolean-expression,string-substitution,heuristics,finite-automata
['string'],algorithm,arrays,optimization,sorting,list
"['optimization', 'data-structures']",boolean,recursion,tree,memory-management,hash
"['optimization', 'string']",memory-management,hashtable,recursion,tree,multidimensional-array
"['optimization', 'string', 'list']",recursion,hash,memory-management,boolean,substring
['substring'],stack,boolean-logic,string-matching,fibonacci,hashcode
['sorting'],optimization,data-structures,recursion,memory-management,hash
"['algorithm', 'string-comparison', 'string', 'hash']",hashset,boolean-operations,boolean-expression,code-complexity,mathematical-optimization
['heuristics'],shortest-path,code-complexity,linear-programming,sparse-matrix,a-star
"['linear-programming', 'complexity-theory', 'algorithm', 'optimization', 'string', 'data-structures', 'multidimensional-array', 'graph-theory', 'graph', 'heap-memory', 'stack', 'memory-management', 'recursion', 'edmonds-karp', 'combinatorics', 'sorting']",partition-problem,ford-fulkerson,master-theorem,enqueue,proof-of-correctness
['string'],algorithm,optimization,arrays,list,sorting
['string'],arrays,algorithm,optimization,list,substring
"['string', 'queue', 'list']",partitioning,string-matching,graph,graph-theory,code-complexity
"['complexity-theory', 'algorithm', 'optimization', 'string']",artificial-intelligence,bubble-sort,heuristics,fibonacci,graph-theory
"['optimization', 'stability', 'data-structures', 'set', 'sorting']",sparse-array,string-substitution,string-algorithm,recursive-datastructures,backtracking
"['boolean', 'string', 'tree', 'arrays']",queue,graph,partitioning,artificial-intelligence,graph-theory
"['optimization', 'hashtable', 'string', 'memory-management']",stack,substring,tree,linked-list,multidimensional-array
"['hash', 'data-structures', 'heap-memory', 'stack', 'recursion']",queue,tree,binary-tree,string-comparison,binary-search
"['arrays', 'recursion', 'sorting', 'list']",boolean,set,multidimensional-array,queue,stack
"['algorithm', 'string', 'data-structures', 'list']",optimization,memory-management,recursion,hash,boolean
"['optimization', 'string', 'memory-management', 'list']",hash,recursion,boolean,hashtable,linked-list
['algorithm'],optimization,data-structures,sorting,tree,memory-management
['data-structures'],memory-management,optimization,hash,recursion,boolean
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['substring', 'string']",stack,boolean-logic,tree,graph,string-concatenation
[],algorithm,string,arrays,optimization,data-structures
"['optimization', 'list']",hash,recursion,memory-management,boolean,substring
['string'],algorithm,arrays,optimization,list,sorting
['arrays'],algorithm,optimization,sorting,list,hash
"['algorithm', 'string', 'arrays']",optimization,sorting,substring,string-matching,graph
"['hash', 'arrays', 'list']",recursion,multidimensional-array,boolean,set,stack
"['stack', 'memory-management']",tree,boolean-logic,queue,hashcode,graph
"['boolean', 'algorithm', 'optimization', 'string', 'b-tree', 'arrays', 'set', 'sorting', 'linked-list']",red-black-tree,automata,sparse-array,string-algorithm,stability
"['algorithm', 'graph', 'tail-recursion', 'recursion', 'list']",probability,artificial-intelligence,code-complexity,heuristics,combinatorics
['arrays'],hash,list,optimization,algorithm,recursion
"['algorithm', 'optimization', 'string', 'hash', 'hashmap', 'arrays', 'directed-graph', 'sorting', 'list']",partitioning,matrix-multiplication,fifo,sparse-array,directed-acyclic-graphs
"['substring', 'string', 'arrays', 'recursion']",string-concatenation,stack,string-matching,hashcode,boolean-logic
"['hashtable', 'string', 'hash', 'heap-memory', 'memory-management']",stack,substring,multidimensional-array,linked-list,priority-queue
"['optimization', 'data-structures', 'arrays', 'recursion']",boolean,set,multidimensional-array,stack,hashtable
"['multidimensional-array', 'arrays']",set,stack,string-concatenation,hashcode,queue
"['heap-memory', 'stack', 'big-o']",tree,priority-queue,binary-tree,boolean-logic,fibonacci
"['algorithm', 'hashtable', 'string', 'tree', 'data-structures', 'arrays']",binary-tree,queue,partitioning,boolean-logic,priority-queue
['algorithm'],optimization,data-structures,sorting,memory-management,recursion
['string'],algorithm,arrays,optimization,list,sorting
"['string', 'list']",algorithm,optimization,sorting,hash,recursion
"['artificial-intelligence', 'algorithm', 'string', 'sorting']",boolean-logic,heuristics,graph-theory,code-complexity,probability
['linked-list'],tree,priority-queue,stack,binary-tree,fifo
"['string-concatenation', 'arrays']",string-matching,graph,hashcode,string-comparison,stack
"['algorithm', 'string', 'multidimensional-array', 'arrays']",string-concatenation,hashcode,stack,set,queue
"['boolean-logic', 'boolean', 'algorithm', 'optimization', 'string', 'arrays', 'memory-management', 'big-o', 'list']",finite-automata,bubble-sort,boolean-expression,code-complexity,partitioning
"['algorithm', 'optimization', 'hashcode', 'hash', 'data-structures', 'arrays', 'recursion', 'set']",hashset,boolean-expression,string-comparison,string-matching,boolean-operations
['queue'],graph,string-comparison,string-matching,hashset,artificial-intelligence
"['algorithm', 'string', 'data-structures', 'arrays']",optimization,memory-management,recursion,hashtable,tree
"['optimization', 'recursion']",set,boolean,multidimensional-array,stack,string-concatenation
['arrays'],algorithm,optimization,list,sorting,hash
"['substring', 'string-matching', 'string', 'arrays']",boolean-expression,boolean-logic,mathematical-optimization,heuristics,boolean-operations
"['algorithm', 'string', 'tree', 'arrays']",partitioning,graph-theory,code-complexity,probability,heuristics
['list'],algorithm,memory-management,optimization,sorting,data-structures
['string'],algorithm,arrays,optimization,sorting,list
['arrays'],algorithm,optimization,sorting,list,data-structures
['string'],arrays,algorithm,optimization,list,sorting
"['backtracking', 'string-comparison', 'binary-search-tree', 'data-structures', 'multidimensional-array']",minimax,heapalloc,adjacency-list,recursive-datastructures,sparse-array
"['hash', 'arrays']",recursion,multidimensional-array,boolean,string-concatenation,stack
"['algorithm', 'arrays', 'memory-management']",hash,recursion,stack,hashmap,hashtable
"['boolean', 'optimization', 'string-concatenation', 'hashtable', 'string-comparison', 'string', 'hash', 'data-structures', 'multidimensional-array', 'sparse-matrix', 'arrays', 'graph', 'memory-management', 'queue', 'fibonacci', 'recursion', 'sorting', 'linked-list', 'list']",backtracking,adjacency-list,set-theory,minimax,string-substitution
"['boolean-logic', 'boolean', 'algorithm', 'optimization', 'string', 'hash', 'multidimensional-array', 'arrays', 'heap-memory', 'stack', 'memory-management', 'big-o', 'tail-recursion', 'time-complexity', 'recursion', 'sorting', 'linked-list', 'list']",heap,sparse-matrix,hash-collision,dynamic-arrays,finite-automata
"['string', 'data-structures']",optimization,memory-management,tree,boolean,recursion
